ml	 mAU
42.68	57.55
42.77	57.10
42.86	56.63
42.95	56.13
43.03	55.65
43.12	55.20
43.21	54.76
43.30	54.32
43.38	53.86
43.47	53.41
43.56	52.97
43.65	52.53
43.74	52.09
43.82	51.62
43.91	51.17
44.00	50.72
44.09	50.28
44.17	49.80
44.26	49.30
44.35	48.77
44.44	48.26
44.53	47.75
44.61	47.22
44.70	46.68
44.79	46.10
44.88	45.56
44.97	45.11
45.05	44.69
45.14	44.30
45.23	43.94
45.32	43.60
45.40	43.32
45.49	43.06
45.58	42.80
45.67	42.52
45.76	42.26
45.84	42.03
45.93	41.79
46.02	41.54
46.11	41.30
46.19	41.06
46.28	40.82
46.37	40.61
46.46	40.37
46.55	40.11
46.63	39.88
46.72	39.64
46.81	39.39
46.90	39.17
46.98	38.93
47.07	38.70
47.16	38.46
47.25	38.25
47.34	38.03
47.42	37.78
47.51	37.54
47.60	37.34
47.69	37.13
47.78	36.91
47.86	36.69
47.95	36.47
48.04	36.26
48.13	36.05
48.21	35.85
48.30	35.64
48.39	35.41
48.48	35.18
48.57	34.99
48.65	34.79
48.74	34.57
48.83	34.36
48.92	34.17
49.00	33.97
49.09	33.77
49.18	33.57
49.27	33.38
49.36	33.18
49.44	33.00
49.53	32.83
49.62	32.63
49.71	32.42
49.80	32.22
49.88	32.02
49.97	31.85
50.06	31.66
50.15	31.43
50.23	31.19
50.32	30.98
50.41	30.74
50.50	30.48
50.59	30.19
50.67	29.91
50.76	29.64
50.85	29.35
50.94	29.10
51.02	28.86
51.11	28.62
51.20	28.42
51.29	28.23
51.38	28.07
51.46	27.91
51.55	27.75
51.64	27.58
51.73	27.44
51.82	27.27
51.90	27.07
51.99	26.85
52.08	26.62
52.17	26.39
52.25	26.14
52.34	25.86
52.43	25.59
52.52	25.28
52.61	25.01
52.69	24.77
52.78	24.52
52.87	24.28
52.96	24.05
53.04	23.85
53.13	23.65
53.22	23.44
53.31	23.23
53.40	23.01
53.48	22.79
53.57	22.58
53.66	22.37
53.75	22.17
53.84	21.97
53.92	21.76
54.01	21.55
54.10	21.38
54.19	21.19
54.27	21.00
54.36	20.81
54.45	20.63
54.54	20.44
54.63	20.25
54.71	20.07
54.80	19.90
54.89	19.73
54.98	19.55
55.06	19.38
55.15	19.22
55.24	19.07
55.33	18.91
55.42	18.75
55.50	18.60
55.59	18.44
55.68	18.27
55.77	18.12
55.86	17.96
55.94	17.82
56.03	17.67
56.12	17.53
56.21	17.40
56.29	17.26
56.38	17.12
56.47	16.97
56.56	16.82
56.65	16.70
56.73	16.57
56.82	16.45
56.91	16.31
57.00	16.18
57.08	16.07
57.17	15.94
57.26	15.82
57.35	15.70
57.44	15.59
57.52	15.48
57.61	15.36
57.70	15.26
57.79	15.14
57.87	15.02
57.96	14.92
58.05	14.83
58.14	14.72
58.23	14.62
58.31	14.51
58.40	14.42
58.49	14.32
58.58	14.20
58.67	14.09
58.75	14.00
58.84	13.91
58.93	13.83
59.02	13.74
59.10	13.67
59.19	13.62
59.28	13.57
59.37	13.52
59.46	13.46
59.54	13.43
59.63	13.41
59.72	13.39
59.81	13.40
59.89	13.40
59.98	13.41
60.07	13.40
60.16	13.39
60.25	13.39
60.33	13.40
60.42	13.41
60.51	13.41
60.60	13.42
60.69	13.44
60.77	13.44
60.86	13.45
60.95	13.45
61.04	13.45
61.12	13.46
61.21	13.45
61.30	13.44
61.39	13.44
61.48	13.42
61.56	13.41
61.65	13.39
61.74	13.36
61.83	13.36
61.91	13.36
62.00	13.35
62.09	13.32
62.18	13.31
62.27	13.29
62.35	13.26
62.44	13.25
62.53	13.21
62.62	13.20
62.71	13.20
62.79	13.18
62.88	13.16
62.97	13.16
63.06	13.12
63.14	13.09
63.23	13.07
63.32	13.04
63.41	13.03
63.50	13.00
63.58	13.00
63.67	12.99
63.76	13.02
63.85	13.10
63.93	13.24
64.02	13.57
64.11	14.09
64.20	14.94
64.29	16.14
64.37	17.83
64.46	20.27
64.55	23.38
64.64	27.20
64.73	31.64
64.81	36.66
64.90	42.69
64.99	49.68
65.08	57.12
65.16	64.77
65.25	72.91
65.34	81.63
65.43	90.96
65.52	100.41
65.60	109.29
65.69	118.40
65.78	127.66
65.87	137.12
65.95	146.77
66.04	155.52
66.13	164.12
66.22	172.84
66.31	181.42
66.39	189.80
66.48	197.33
66.57	204.20
66.66	210.84
66.75	217.10
66.83	222.72
66.92	227.59
67.01	231.70
67.10	235.29
67.18	238.50
67.27	241.05
67.36	242.96
67.45	244.31
67.54	245.16
67.62	245.62
67.71	245.67
67.80	245.38
67.89	244.75
67.97	243.93
68.06	242.82
68.15	241.49
68.24	240.06
68.33	238.54
68.41	236.90
68.50	235.13
68.59	233.25
68.68	231.38
68.76	229.54
68.85	227.64
68.94	225.66
69.03	223.65
69.12	221.65
69.20	219.78
69.29	217.93
69.38	216.03
69.47	214.14
69.56	212.31
69.64	210.63
69.73	209.00
69.82	207.32
69.91	205.73
69.99	204.22
70.08	202.84
70.17	201.54
70.26	200.26
70.35	199.03
70.43	197.92
70.52	196.91
70.61	196.00
70.70	195.16
70.78	194.39
70.87	193.71
70.96	193.14
71.05	192.65
71.14	192.19
71.22	191.76
71.31	191.39
71.40	191.07
71.49	190.81
71.58	190.64
71.66	190.54
71.75	190.53
71.84	190.62
71.93	190.77
72.01	191.00
72.10	191.32
72.19	191.71
72.28	192.16
72.37	192.64
72.45	193.17
72.54	193.73
72.63	194.23
72.72	194.70
72.80	195.16
72.89	195.58
72.98	196.07
73.07	196.54
73.16	196.99
73.24	197.41
73.33	197.79
73.42	198.12
73.51	198.38
73.60	198.56
73.68	198.66
73.77	198.67
73.86	198.57
73.95	198.43
74.03	198.23
74.12	197.97
74.21	197.68
74.30	197.35
74.39	196.98
74.47	196.56
74.56	196.18
74.65	195.79
74.74	195.39
74.82	195.00
74.91	194.61
75.00	194.23
75.09	193.86
75.18	193.48
75.26	193.10
75.35	192.74
75.44	192.42
75.53	192.10
75.62	191.79
75.70	191.47
75.79	191.15
75.88	190.88
75.97	190.60
76.05	190.32
76.14	190.05
76.23	189.81
76.32	189.58
76.41	189.37
76.49	189.16
76.58	188.91
76.67	188.68
76.76	188.47
76.84	188.29
76.93	188.12
77.02	187.92
77.11	187.72
77.20	187.53
77.28	187.37
77.37	187.22
77.46	187.07
77.55	186.90
77.64	186.74
77.72	186.61
77.81	186.49
77.90	186.35
77.99	186.20
78.07	186.05
78.16	185.94
78.25	185.84
78.34	185.71
78.43	185.57
78.51	185.44
78.60	185.36
78.69	185.25
78.78	185.15
78.86	185.11
78.95	185.07
79.04	185.03
79.13	184.94
79.22	184.81
79.30	184.71
79.39	184.60
79.48	184.48
79.57	184.31
79.65	184.11
79.74	183.91
79.83	183.53
79.92	182.78
80.01	181.23
80.09	178.29
80.18	172.94
80.27	164.67
80.36	154.08
80.45	141.75
80.53	128.20
80.62	113.82
80.71	99.49
80.80	86.53
80.88	75.18
80.97	64.92
81.06	55.80
81.15	47.81
81.24	40.96
81.32	35.45
81.41	30.62
81.50	26.40
81.59	22.76
81.67	19.63
81.76	17.16
81.85	15.03
81.94	13.11
82.03	11.48
82.11	10.08
82.20	8.93
82.29	7.97
82.38	7.11
82.47	6.37
82.55	5.76
82.64	5.26
82.73	4.82
82.82	4.43
82.90	4.10
82.99	3.82
83.08	3.59
83.17	3.40
83.26	3.23
