ml	 mAU
17.13	-0.27
17.27	-0.26
17.42	-0.26
17.56	-0.25
17.71	-0.22
17.85	-0.22
17.99	-0.22
18.14	-0.21
18.28	-0.19
18.43	-0.18
18.57	-0.19
18.71	-0.17
18.86	-0.16
19.00	-0.15
19.15	-0.14
19.29	-0.13
19.43	-0.12
19.58	-0.11
19.72	-0.08
19.87	-0.08
20.01	-0.06
20.15	-0.06
20.30	-0.05
20.44	-0.04
20.59	-0.05
20.73	-0.05
20.87	-0.06
21.02	-0.05
21.16	-0.08
21.30	-0.08
21.45	-0.09
21.59	-0.10
21.74	-0.11
21.88	-0.12
22.02	-0.13
22.17	-0.13
22.31	-0.12
22.46	-0.15
22.60	-0.14
22.74	-0.12
22.89	-0.13
23.03	-0.11
23.18	-0.09
23.32	-0.07
23.46	-0.05
23.61	-0.02
23.75	0.00
23.90	0.04
24.04	0.06
24.18	0.09
24.33	0.13
24.47	0.16
24.62	0.18
24.76	0.22
24.90	0.25
25.05	0.29
25.19	0.34
25.34	0.37
25.48	0.42
25.62	0.45
25.77	0.50
25.91	0.54
26.06	0.61
26.20	0.66
26.34	0.74
26.49	0.83
26.63	0.91
26.77	1.02
26.92	1.13
27.06	1.25
27.21	1.34
27.35	1.45
27.49	1.54
27.64	1.62
27.78	1.67
27.93	1.72
28.07	1.74
28.21	1.75
28.36	1.72
28.50	1.67
28.65	1.61
28.79	1.48
28.93	1.35
29.08	1.20
29.22	1.04
29.37	0.90
29.51	0.77
29.65	0.67
29.80	0.56
29.94	0.46
30.09	0.41
30.23	0.35
30.37	0.27
30.52	0.22
30.66	0.17
30.81	0.13
30.95	0.09
31.09	0.04
31.24	0.01
31.38	-0.01
31.53	-0.04
31.67	-0.05
31.81	-0.08
31.96	-0.09
32.10	-0.10
32.25	-0.10
32.39	-0.13
32.53	-0.09
32.68	-0.11
32.82	-0.11
32.96	-0.12
33.11	-0.11
33.25	-0.12
33.40	-0.10
33.54	-0.10
33.68	-0.08
33.83	-0.04
33.97	0.02
34.12	0.14
34.26	0.34
34.40	0.65
34.55	1.16
34.69	1.98
34.84	3.31
34.98	5.36
35.12	8.43
35.27	12.71
35.41	18.57
35.56	26.35
35.70	36.45
35.84	48.71
35.99	64.02
36.13	80.21
36.28	96.84
36.42	111.09
36.56	120.95
36.71	126.33
36.85	126.58
37.00	121.86
37.14	113.11
37.28	102.19
37.43	89.59
37.57	77.32
37.72	65.67
37.86	55.80
38.00	48.16
38.15	41.98
38.29	37.51
38.44	33.60
38.58	30.56
38.72	28.21
38.87	26.13
39.01	24.36
39.15	22.73
39.30	21.00
39.44	19.77
39.59	18.76
39.73	17.85
39.87	17.05
40.02	16.35
40.16	15.76
40.31	15.22
40.45	14.75
40.59	14.28
40.74	13.87
40.88	13.49
41.03	13.14
41.17	12.80
41.31	12.52
41.46	12.24
41.60	12.00
41.75	11.72
41.89	11.43
42.03	11.13
42.18	10.84
42.32	10.56
42.47	10.28
42.61	9.96
42.75	9.68
42.90	9.41
43.04	9.10
43.19	8.80
43.33	8.52
43.47	8.27
43.62	8.04
43.76	7.76
43.91	7.54
44.05	7.29
44.19	7.06
44.34	6.85
44.48	6.65
44.62	6.46
44.77	6.28
44.91	6.07
45.06	5.88
45.20	5.75
45.34	5.58
45.49	5.43
45.63	5.28
45.78	5.16
45.92	5.06
46.06	4.94
46.21	4.86
46.35	4.81
46.50	4.76
46.64	4.73
46.78	4.71
46.93	4.71
47.07	4.70
47.22	4.74
47.36	4.78
47.50	4.85
47.65	4.94
47.79	5.03
47.94	5.13
48.08	5.25
48.22	5.38
48.37	5.55
48.51	5.71
48.66	5.88
48.80	6.06
48.94	6.25
49.09	6.45
49.23	6.66
49.38	6.88
49.52	7.10
49.66	7.32
49.81	7.55
49.95	7.77
50.10	7.97
50.24	8.18
50.38	8.41
50.53	8.60
50.67	8.82
50.81	9.00
50.96	9.17
51.10	9.32
51.25	9.47
51.39	9.59
51.53	9.68
51.68	9.74
51.82	9.79
51.97	9.79
52.11	9.78
52.25	9.76
52.40	9.70
52.54	9.63
52.69	9.53
52.83	9.43
52.97	9.31
53.12	9.17
53.26	9.03
53.41	8.89
53.55	8.73
53.69	8.59
53.84	8.43
53.98	8.30
54.13	8.16
54.27	8.05
54.41	7.97
54.56	7.87
54.70	7.80
54.85	7.72
54.99	7.65
55.13	7.58
55.28	7.55
55.42	7.51
55.57	7.50
55.71	7.48
55.85	7.45
56.00	7.43
56.14	7.42
56.28	7.42
56.43	7.42
56.57	7.41
56.72	7.40
56.86	7.38
57.00	7.38
57.15	7.35
57.29	7.31
57.44	7.30
57.58	7.26
57.72	7.20
57.87	7.13
58.01	7.07
58.16	6.99
58.30	6.92
58.44	6.84
58.59	6.74
58.73	6.68
58.88	6.60
59.02	6.53
59.16	6.45
59.31	6.41
59.45	6.36
59.60	6.34
59.74	6.30
59.88	6.28
60.03	6.29
60.17	6.31
60.32	6.36
60.46	6.36
60.60	6.43
60.75	6.46
60.89	6.51
61.04	6.57
61.18	6.62
61.32	6.68
61.47	6.73
61.61	6.75
61.76	6.78
61.90	6.82
62.04	6.83
62.19	6.87
62.33	6.86
62.47	6.84
62.62	6.82
62.76	6.80
62.91	6.73
63.05	6.69
63.19	6.62
63.34	6.56
63.48	6.49
63.63	6.40
63.77	6.29
63.91	6.17
64.06	6.07
64.20	5.95
64.35	5.84
64.49	5.73
64.63	5.61
64.78	5.48
64.92	5.36
65.07	5.26
65.21	5.14
65.35	5.04
65.50	4.94
65.64	4.84
65.79	4.77
65.93	4.70
66.07	4.66
66.22	4.60
66.36	4.56
66.51	4.49
66.65	4.44
66.79	4.41
66.94	4.34
67.08	4.30
67.23	4.28
67.37	4.24
67.51	4.19
67.66	4.16
67.80	4.14
67.95	4.11
68.09	4.10
68.23	4.09
68.38	4.08
68.52	4.08
68.66	4.08
68.81	4.09
68.95	4.13
69.10	4.15
69.24	4.18
69.38	4.22
69.53	4.28
69.67	4.36
69.82	4.42
69.96	4.51
70.10	4.61
70.25	4.70
70.39	4.84
70.54	4.98
70.68	5.10
70.82	5.26
70.97	5.43
71.11	5.58
71.26	5.74
71.40	5.88
71.54	6.06
71.69	6.19
71.83	6.31
71.98	6.43
72.12	6.53
72.26	6.59
72.41	6.66
72.55	6.70
72.70	6.74
72.84	6.75
72.98	6.73
73.13	6.68
73.27	6.63
73.42	6.54
73.56	6.45
73.70	6.33
73.85	6.19
73.99	6.02
74.13	5.84
74.28	5.70
74.42	5.52
74.57	5.33
74.71	5.13
74.85	4.97
75.00	4.77
75.14	4.59
75.29	4.39
75.43	4.23
75.57	4.08
75.72	3.93
75.86	3.75
76.01	3.60
76.15	3.46
76.29	3.33
76.44	3.19
76.58	3.05
76.73	2.95
76.87	2.84
77.01	2.74
77.16	2.65
77.30	2.59
77.45	2.52
77.59	2.48
77.73	2.44
77.88	2.40
78.02	2.37
78.17	2.33
78.31	2.33
78.45	2.32
78.60	2.32
78.74	2.33
78.89	2.36
79.03	2.38
79.17	2.41
79.32	2.43
79.46	2.47
79.61	2.51
79.75	2.54
79.89	2.57
80.04	2.61
80.18	2.65
80.32	2.66
80.47	2.67
80.61	2.69
80.76	2.70
80.90	2.72
81.04	2.69
81.19	2.69
81.33	2.69
81.48	2.68
81.62	2.66
81.76	2.64
81.91	2.63
82.05	2.59
82.20	2.56
82.34	2.53
82.48	2.49
82.63	2.46
82.77	2.39
82.92	2.32
83.06	2.29
83.20	2.20
83.35	2.14
83.49	2.09
83.64	2.02
83.78	1.94
83.92	1.89
84.07	1.81
84.21	1.76
84.36	1.69
84.50	1.63
84.64	1.58
84.79	1.53
84.93	1.49
85.08	1.45
85.22	1.43
85.36	1.37
85.51	1.35
85.65	1.32
85.80	1.29
85.94	1.26
86.08	1.23
86.23	1.23
86.37	1.20
86.51	1.17
86.66	1.17
86.80	1.17
86.95	1.16
87.09	1.13
87.23	1.13
87.38	1.14
87.52	1.12
87.67	1.11
87.81	1.08
87.95	1.07
88.10	1.06
88.24	1.06
88.39	1.05
88.53	1.03
88.67	1.02
88.82	0.98
88.96	0.95
89.11	0.93
89.25	0.90
89.39	0.86
89.54	0.82
89.68	0.80
89.83	0.74
89.97	0.72
90.11	0.67
90.26	0.64
90.40	0.59
90.55	0.56
90.69	0.51
90.83	0.49
90.98	0.47
91.12	0.46
91.27	0.44
91.41	0.43
91.55	0.40
91.70	0.39
91.84	0.37
91.98	0.36
92.13	0.37
92.27	0.37
92.42	0.35
92.56	0.36
92.70	0.34
92.85	0.33
92.99	0.33
93.14	0.34
93.28	0.33
93.42	0.34
93.57	0.32
93.71	0.32
93.86	0.32
94.00	0.32
94.14	0.33
94.29	0.33
94.43	0.31
94.58	0.32
94.72	0.33
94.86	0.33
95.01	0.31
95.15	0.32
95.30	0.31
95.44	0.31
95.58	0.28
95.73	0.30
95.87	0.28
96.02	0.27
96.16	0.27
96.30	0.27
96.45	0.25
96.59	0.24
96.74	0.23
96.88	0.23
97.02	0.23
97.17	0.23
97.31	0.23
97.46	0.26
97.60	0.27
97.74	0.28
97.89	0.29
98.03	0.32
98.17	0.32
98.32	0.36
98.46	0.36
98.61	0.38
98.75	0.41
98.89	0.43
99.04	0.46
99.18	0.45
99.33	0.45
99.47	0.50
99.61	0.49
99.76	0.50
99.90	0.52
100.05	0.52
100.19	0.53
100.33	0.53
100.48	0.54
100.62	0.54
100.77	0.55
100.91	0.56
101.05	0.55
101.20	0.55
101.34	0.55
101.49	0.53
101.63	0.52
101.77	0.52
101.92	0.51
102.06	0.51
102.21	0.49
102.35	0.47
102.49	0.48
102.64	0.49
102.78	0.48
102.93	0.49
103.07	0.51
103.21	0.53
103.36	0.53
103.50	0.56
103.64	0.58
103.79	0.62
103.93	0.65
104.08	0.70
104.22	0.75
104.36	0.80
104.51	0.84
104.65	0.89
104.80	0.94
104.94	1.00
105.08	1.03
105.23	1.06
105.37	1.10
105.52	1.12
105.66	1.13
105.80	1.14
105.95	1.14
106.09	1.15
106.24	1.14
106.38	1.13
106.52	1.14
106.67	1.12
106.81	1.09
106.96	1.08
107.10	1.06
107.24	1.04
107.39	1.00
107.53	0.96
107.68	0.94
107.82	0.89
107.96	0.85
108.11	0.81
108.25	0.76
108.40	0.72
108.54	0.66
108.68	0.62
108.83	0.59
108.97	0.54
109.12	0.49
109.26	0.44
109.40	0.40
109.55	0.39
109.69	0.34
109.83	0.31
109.98	0.26
110.12	0.24
110.27	0.26
110.41	0.21
110.55	0.20
110.70	0.21
110.84	0.18
110.99	0.19
111.13	0.18
111.27	0.16
111.42	0.16
111.56	0.16
111.71	0.17
111.85	0.15
111.99	0.16
112.14	0.16
112.28	0.17
112.43	0.17
112.57	0.19
112.71	0.21
112.86	0.21
113.00	0.21
113.15	0.23
113.29	0.24
113.43	0.27
113.58	0.31
113.72	0.32
113.87	0.35
114.01	0.37
114.15	0.42
114.30	0.47
114.44	0.50
114.59	0.56
114.73	0.62
114.87	0.71
115.02	0.77
115.16	0.87
115.31	0.99
115.45	1.10
115.59	1.25
115.74	1.42
115.88	1.59
116.02	1.79
116.17	1.98
116.31	2.16
116.46	2.34
116.60	2.54
116.74	2.71
116.89	2.87
117.03	3.01
117.18	3.18
117.32	3.39
117.46	3.61
117.61	3.91
117.75	4.28
117.90	4.59
118.04	4.81
118.18	4.87
118.33	4.88
118.47	4.83
118.62	4.72
118.76	4.58
118.90	4.41
119.05	4.25
119.19	4.11
119.34	3.98
119.48	3.86
119.62	3.77
119.77	3.69
119.91	3.60
120.06	3.46
120.20	3.27
120.34	3.04
120.49	2.79
120.63	2.55
120.78	2.33
120.92	2.11
121.06	1.91
121.21	1.72
121.35	1.52
121.49	1.32
121.64	1.13
121.78	0.90
121.93	0.71
122.07	0.52
122.21	0.36
122.36	0.22
122.50	0.12
122.65	0.03
122.79	-0.04
122.93	-0.09
123.08	-0.15
123.22	-0.18
123.37	-0.20
123.51	-0.24
123.65	-0.26
123.80	-0.27
123.94	-0.29
124.09	-0.31
