ml	 mAU
26.65	3106.99
26.75	3088.28
26.85	3088.96
26.94	3081.55
27.04	3102.85
27.13	3072.69
27.23	3092.64
27.33	3121.20
27.42	3092.89
27.52	3103.19
27.62	3095.82
27.71	3117.89
27.81	3074.77
27.90	3096.30
28.00	3112.70
28.10	3094.13
28.19	3109.93
28.29	3081.82
28.38	3094.00
28.48	3087.02
28.58	3086.84
28.67	3100.65
28.77	3097.33
28.87	3131.18
28.96	3112.54
29.06	3083.21
29.15	3075.32
29.25	3103.58
29.35	3116.66
29.44	3076.54
29.54	3094.86
29.64	3079.65
29.73	3087.53
29.83	3111.85
29.92	3081.98
30.02	3080.40
30.12	3088.65
30.21	3083.93
30.31	3104.46
30.41	3090.38
30.50	3071.86
30.60	3094.15
30.69	3089.20
30.79	3078.58
30.89	3105.79
30.98	3070.99
31.08	3101.35
31.18	3098.23
31.27	3077.37
31.37	3116.34
31.46	3119.65
31.56	3109.99
31.66	3132.37
31.75	3103.37
31.85	3117.33
31.95	3120.49
32.04	3132.91
32.14	3122.92
32.23	3121.65
32.33	3123.24
32.43	3110.99
32.52	3128.99
32.62	3101.76
32.71	3112.45
32.81	3016.35
32.91	2954.47
33.00	2859.92
33.10	2792.73
33.20	2732.21
33.29	2648.96
33.39	2586.37
33.48	2511.13
33.58	2427.89
33.68	2360.19
33.77	2280.71
33.87	2230.50
33.97	2181.90
34.06	2133.40
34.16	2084.77
34.25	2028.73
34.35	1977.45
34.45	1921.17
34.54	1875.83
34.64	1826.84
34.74	1780.68
34.83	1733.18
34.93	1677.28
35.02	1622.33
35.12	1556.32
35.22	1485.78
35.31	1412.67
35.41	1331.70
35.51	1259.61
35.60	1184.05
35.70	1115.66
35.79	1053.95
35.89	993.77
35.99	944.98
36.08	896.33
36.18	854.54
36.28	817.34
36.37	781.53
36.47	751.87
36.56	721.94
36.66	696.21
36.76	671.98
36.85	648.65
36.95	628.54
37.04	607.78
37.14	589.58
37.24	571.96
37.33	555.25
37.43	540.30
37.53	524.92
37.62	511.58
37.72	498.31
37.81	485.72
37.91	474.24
38.01	462.41
38.10	451.78
38.20	441.17
38.30	431.12
38.39	421.70
38.49	412.05
38.58	403.68
38.68	395.20
38.78	387.50
38.87	380.45
38.97	373.56
39.07	367.79
39.16	362.17
39.26	357.38
39.35	353.05
39.45	348.92
39.55	345.43
39.64	341.94
39.74	338.87
39.84	335.94
39.93	333.17
40.03	330.70
40.12	328.16
40.22	325.90
40.32	323.61
40.41	321.34
40.51	319.21
40.60	316.78
40.70	314.50
40.80	312.03
40.89	309.52
40.99	307.15
41.09	304.48
41.18	302.12
41.28	299.54
41.37	297.02
41.47	294.61
41.57	291.97
41.66	289.55
41.76	286.89
41.86	284.34
41.95	281.91
42.05	279.28
42.14	276.95
42.24	274.35
42.34	271.89
42.43	269.50
42.53	266.95
42.63	264.71
42.72	262.22
42.82	259.88
42.91	257.56
43.01	255.15
43.11	253.02
43.20	250.63
43.30	248.37
43.40	246.05
43.49	243.69
43.59	241.60
43.68	239.26
43.78	237.21
43.88	235.14
43.97	233.02
44.07	231.14
44.17	228.98
44.26	227.04
44.36	225.06
44.45	223.10
44.55	221.28
44.65	219.28
44.74	217.37
44.84	215.25
44.93	212.92
45.03	210.59
45.13	207.84
45.22	205.25
45.32	202.41
45.42	199.60
45.51	197.00
45.61	194.29
45.70	192.08
45.80	189.91
45.90	188.00
45.99	186.32
46.09	184.72
46.19	183.37
46.28	182.03
46.38	180.81
46.47	179.62
46.57	178.48
46.67	177.40
46.76	176.19
46.86	175.07
46.96	173.97
47.05	172.79
47.15	171.73
47.24	170.55
47.34	169.40
47.44	168.29
47.53	167.15
47.63	166.10
47.73	164.92
47.82	163.83
47.92	162.74
48.01	161.62
48.11	160.55
48.21	159.39
48.30	158.33
48.40	157.22
48.49	156.14
48.59	155.11
48.69	153.98
48.78	152.99
48.88	151.90
48.98	150.91
49.07	149.93
49.17	148.87
49.26	147.94
49.36	146.94
49.46	145.99
49.55	145.02
49.65	144.00
49.75	143.06
49.84	142.05
49.94	141.08
50.03	140.13
50.13	139.11
50.23	138.22
50.32	137.24
50.42	136.33
50.52	135.44
50.61	134.52
50.71	133.65
50.80	132.68
50.90	131.66
51.00	130.47
51.09	129.17
51.19	127.84
51.29	126.33
51.38	124.94
51.48	123.53
51.57	122.17
51.67	120.94
51.77	119.73
51.86	118.72
51.96	117.77
52.06	116.97
52.15	116.26
52.25	115.52
52.34	114.87
52.44	114.15
52.54	113.43
52.63	112.64
52.73	111.71
52.82	110.79
52.92	109.70
53.02	108.60
53.11	107.46
53.21	106.14
53.31	104.94
53.40	103.62
53.50	102.40
53.59	101.23
53.69	100.00
53.79	98.92
53.88	97.75
53.98	96.70
54.08	95.63
54.17	94.56
54.27	93.59
54.36	92.51
54.46	91.53
54.56	90.52
54.65	89.51
54.75	88.59
54.85	87.58
54.94	86.67
55.04	85.71
55.13	84.75
55.23	83.86
55.33	82.86
55.42	81.99
55.52	81.06
55.62	80.13
55.71	79.28
55.81	78.36
55.90	77.55
56.00	76.70
56.10	75.87
56.19	75.12
56.29	74.32
56.39	73.61
56.48	72.85
56.58	72.13
56.67	71.44
56.77	70.71
56.87	70.07
56.96	69.35
57.06	68.67
57.15	68.00
57.25	67.32
57.35	66.67
57.44	65.98
57.54	65.35
57.64	64.72
57.73	64.08
57.83	63.48
57.92	62.83
58.02	62.25
58.12	61.66
58.21	61.10
58.31	60.54
58.41	59.96
58.50	59.42
58.60	58.90
58.69	58.36
58.79	57.87
58.89	57.34
58.98	56.85
59.08	56.35
59.18	55.87
59.27	55.41
59.37	54.91
59.46	54.48
59.56	54.02
59.66	53.54
59.75	53.10
59.85	52.61
59.95	52.15
60.04	51.70
60.14	51.30
60.23	50.96
60.33	50.65
60.43	50.45
60.52	50.27
60.62	50.16
60.71	50.11
60.81	50.09
60.91	50.10
61.00	50.13
61.10	50.16
61.20	50.18
61.29	50.19
61.39	50.20
61.48	50.17
61.58	50.14
61.68	50.10
61.77	50.04
61.87	49.97
61.97	49.89
62.06	49.82
62.16	49.72
62.25	49.64
62.35	49.56
62.45	49.49
62.54	49.41
62.64	49.32
62.74	49.23
62.83	49.15
62.93	49.04
63.02	48.92
63.12	48.80
63.22	48.68
63.31	48.56
63.41	48.47
63.51	48.41
63.60	48.35
63.70	48.39
63.79	48.60
63.89	49.11
63.99	49.91
64.08	51.37
64.18	53.49
64.28	56.68
64.37	61.55
64.47	67.47
64.56	76.33
64.66	86.82
64.76	100.40
64.85	117.07
64.95	135.01
65.04	157.97
65.14	181.38
65.24	207.70
65.33	236.22
65.43	263.53
65.53	294.53
65.62	322.35
65.72	351.19
65.81	378.80
65.91	403.28
66.01	428.62
66.10	449.97
66.20	470.89
66.30	489.86
66.39	506.07
66.49	522.02
66.58	534.49
66.68	546.35
66.78	555.91
66.87	563.47
66.97	569.80
67.07	573.94
67.16	576.81
67.26	577.99
67.35	577.78
67.45	576.17
67.55	573.54
67.64	569.53
67.74	564.85
67.84	559.36
67.93	552.91
68.03	546.45
68.12	538.76
68.22	531.15
68.32	523.15
68.41	514.50
68.51	506.31
68.60	497.22
68.70	488.70
68.80	479.87
68.89	470.78
68.99	462.20
69.09	452.70
69.18	444.10
69.28	435.10
69.37	426.19
69.47	417.47
69.57	408.36
69.66	400.21
69.76	391.54
69.86	383.34
69.95	375.43
70.05	367.05
70.14	359.67
70.24	352.02
70.34	344.66
70.43	337.78
70.53	330.85
70.63	324.87
70.72	318.50
70.82	312.77
70.91	307.28
71.01	301.89
71.11	297.21
71.20	292.28
71.30	288.00
71.40	283.84
71.49	279.98
71.59	276.71
71.68	273.28
71.78	270.40
71.88	267.65
71.97	265.08
72.07	262.87
72.17	260.67
72.26	258.82
72.36	257.08
72.45	255.50
72.55	254.16
72.65	252.81
72.74	251.72
72.84	250.71
72.93	249.84
73.03	249.06
73.13	248.30
73.22	247.68
73.32	247.09
73.42	246.49
73.51	245.86
73.61	245.01
73.70	244.15
73.80	243.00
73.90	241.78
73.99	240.46
74.09	238.99
74.19	237.67
74.28	236.19
74.38	234.79
74.47	233.42
74.57	231.98
74.67	230.75
74.76	229.43
74.86	228.24
74.96	227.08
75.05	225.91
75.15	224.92
75.24	223.82
75.34	222.86
75.44	221.91
75.53	220.96
75.63	220.15
75.73	219.26
75.82	218.47
75.92	217.67
76.01	216.89
76.11	216.17
76.21	215.44
76.30	214.79
76.40	214.15
76.50	213.50
76.59	212.91
76.69	212.30
76.78	211.75
76.88	211.18
76.98	210.63
77.07	210.10
77.17	209.59
77.26	209.14
77.36	208.63
77.46	208.17
77.55	207.73
77.65	207.27
77.75	206.87
77.84	206.44
77.94	206.02
78.03	205.63
78.13	205.24
78.23	204.90
78.32	204.52
78.42	204.18
78.52	203.82
78.61	203.53
78.71	203.23
78.80	202.93
78.90	202.81
79.00	202.73
79.09	202.50
79.19	201.99
79.29	201.60
79.38	201.22
79.48	200.89
79.57	200.59
79.67	200.23
79.77	199.85
79.86	199.26
79.96	198.17
80.06	195.90
80.15	191.17
80.25	184.10
80.34	172.61
80.44	159.31
80.54	143.81
80.63	127.27
80.73	112.69
80.82	97.53
80.92	85.23
81.02	74.07
81.11	64.30
81.21	56.58
81.31	49.25
81.40	43.73
81.50	38.77
81.59	34.61
81.69	31.32
81.79	28.28
81.88	25.93
81.98	23.85
82.08	22.08
82.17	20.64
82.27	19.36
82.36	18.33
82.46	17.42
82.56	16.66
82.65	16.06
82.75	15.49
82.85	15.05
82.94	14.65
83.04	14.33
83.13	14.05
83.23	13.80
