ml	 mAU
59.60	40.06
59.74	43.24
59.88	46.78
60.03	50.50
60.17	54.90
60.32	59.37
60.46	63.88
60.60	68.73
60.75	73.82
60.89	79.34
61.04	84.82
61.18	90.75
61.32	96.74
61.47	102.52
61.61	108.40
61.75	113.90
61.90	119.85
62.04	125.61
62.19	130.11
62.33	134.84
62.47	139.15
62.62	142.83
62.76	145.85
62.91	148.00
63.05	149.58
63.19	150.33
63.34	150.33
63.48	149.56
63.63	148.08
63.77	145.80
63.91	142.87
64.06	139.33
64.20	135.15
64.35	130.65
64.49	125.59
64.63	120.47
64.78	115.28
64.92	109.95
65.07	104.72
65.21	99.09
65.35	93.37
65.50	87.75
65.64	82.07
65.79	76.72
65.93	71.36
66.07	66.29
66.22	61.48
66.36	56.67
66.51	52.23
66.65	48.04
66.79	44.41
66.94	41.01
67.08	37.69
67.23	34.72
67.37	31.85
67.51	29.23
67.66	26.86
67.80	24.66
67.94	22.72
68.09	20.92
68.23	19.16
68.38	17.70
68.52	16.44
68.66	15.35
68.81	14.41
68.95	13.68
69.10	13.19
69.24	12.92
69.38	12.94
69.53	13.23
69.67	13.86
69.82	14.82
69.96	16.17
70.10	17.98
70.25	20.22
70.39	22.95
70.54	26.26
70.68	30.26
70.82	34.76
70.97	39.55
71.11	44.55
71.26	50.27
71.40	57.17
71.54	65.13
71.69	73.87
71.83	83.44
71.98	93.70
72.12	105.03
72.26	116.73
72.41	128.92
72.55	141.68
72.70	155.42
72.84	169.96
72.98	183.10
73.13	195.76
73.27	208.77
73.41	221.53
73.56	234.08
73.70	245.48
73.85	255.75
73.99	264.82
74.13	272.51
74.28	278.90
74.42	283.73
74.57	287.08
74.71	288.04
74.85	287.41
75.00	285.10
75.14	280.95
75.29	275.09
75.43	267.71
75.57	258.99
75.72	248.79
75.86	237.81
76.01	226.11
76.15	213.87
76.29	201.26
76.44	188.09
76.58	175.30
76.73	162.68
76.87	150.41
77.01	138.90
77.16	127.96
77.30	118.49
77.45	109.47
77.59	100.82
77.73	92.14
77.88	83.70
78.02	76.00
78.17	68.95
78.31	62.52
78.45	56.54
78.60	50.97
78.74	45.99
78.89	41.16
79.03	36.76
79.17	33.05
79.32	29.74
79.46	26.68
79.60	23.78
79.75	21.14
79.89	18.66
80.04	16.35
80.18	14.34
80.32	12.48
80.47	10.81
80.61	9.22
80.76	7.65
80.90	6.34
81.04	5.20
81.19	4.12
81.33	3.01
81.48	2.08
81.62	1.26
81.76	0.54
81.91	-0.10
82.05	-0.70
82.20	-1.23
82.34	-1.71
82.48	-2.12
82.63	-2.48
82.77	-2.85
82.92	-3.13
83.06	-3.40
83.20	-3.63
83.35	-3.81
83.49	-3.98
83.64	-4.09
83.78	-4.19
83.92	-4.28
84.07	-4.39
84.21	-4.50
84.36	-4.58
84.50	-4.66
84.64	-4.74
84.79	-4.80
84.93	-4.86
85.07	-4.92
85.22	-5.00
85.36	-5.05
85.51	-5.11
85.65	-5.12
85.79	-5.17
85.94	-5.21
86.08	-5.23
86.23	-5.28
86.37	-5.31
86.51	-5.35
86.66	-5.37
86.80	-5.41
86.95	-5.44
87.09	-5.48
87.23	-5.50
87.38	-5.58
87.52	-5.61
87.67	-5.68
87.81	-5.73
87.95	-5.77
88.10	-5.83
88.24	-5.88
88.39	-5.93
88.53	-6.01
88.67	-6.05
88.82	-6.07
88.96	-6.14
89.11	-6.19
89.25	-6.23
89.39	-6.28
89.54	-6.31
89.68	-6.31
89.83	-6.33
89.97	-6.35
90.11	-6.35
90.26	-6.35
90.40	-6.35
90.55	-6.37
90.69	-6.37
90.83	-6.37
90.98	-6.39
91.12	-6.38
91.26	-6.40
91.41	-6.43
91.55	-6.43
91.70	-6.44
91.84	-6.44
91.98	-6.43
92.13	-6.46
92.27	-6.45
92.42	-6.46
92.56	-6.46
92.70	-6.45
92.85	-6.45
92.99	-6.46
93.14	-6.48
93.28	-6.49
93.42	-6.50
93.57	-6.53
93.71	-6.53
93.86	-6.56
94.00	-6.59
94.14	-6.63
94.29	-6.66
94.43	-6.70
94.58	-6.73
94.72	-6.76
94.86	-6.80
95.01	-6.82
95.15	-6.84
95.30	-6.89
95.44	-6.93
95.58	-6.95
95.73	-6.98
95.87	-7.00
96.02	-7.01
96.16	-7.00
96.30	-7.00
96.45	-7.00
96.59	-7.00
96.74	-6.99
96.88	-6.99
97.02	-6.98
97.17	-6.98
97.31	-6.98
97.45	-6.96
97.60	-6.98
97.74	-6.97
97.89	-6.98
98.03	-6.97
98.17	-6.96
98.32	-6.96
98.46	-6.95
98.61	-6.95
98.75	-6.94
98.89	-6.93
99.04	-6.91
99.18	-6.90
99.33	-6.89
99.47	-6.90
99.61	-6.87
99.76	-6.87
99.90	-6.89
100.05	-6.90
100.19	-6.92
100.33	-6.92
100.48	-6.94
100.62	-6.96
100.77	-6.98
100.91	-7.00
101.05	-7.02
101.20	-7.03
101.34	-7.05
101.49	-7.08
101.63	-7.10
101.77	-7.12
101.92	-7.15
102.06	-7.15
102.21	-7.16
102.35	-7.17
102.49	-7.15
102.64	-7.16
102.78	-7.16
102.92	-7.15
103.07	-7.16
103.21	-7.17
103.36	-7.16
103.50	-7.16
103.64	-7.18
103.79	-7.17
103.93	-7.18
104.08	-7.18
104.22	-7.18
104.36	-7.18
104.51	-7.19
104.65	-7.17
104.80	-7.19
104.94	-7.19
105.08	-7.16
105.23	-7.18
105.37	-7.17
105.52	-7.15
105.66	-7.16
105.80	-7.16
105.95	-7.15
106.09	-7.17
106.24	-7.18
106.38	-7.20
106.52	-7.19
106.67	-7.20
106.81	-7.21
106.96	-7.22
107.10	-7.22
107.24	-7.22
107.39	-7.24
107.53	-7.25
107.68	-7.26
107.82	-7.25
107.96	-7.27
108.11	-7.25
108.25	-7.25
108.40	-7.24
108.54	-7.22
108.68	-7.21
108.83	-7.18
108.97	-7.16
109.11	-7.13
109.26	-7.13
109.40	-7.11
109.55	-7.10
109.69	-7.08
109.83	-7.09
109.98	-7.06
110.12	-7.08
110.27	-7.08
110.41	-7.10
110.55	-7.09
110.70	-7.11
110.84	-7.11
110.99	-7.12
111.13	-7.12
111.27	-7.13
111.42	-7.13
111.56	-7.14
111.71	-7.16
111.85	-7.14
111.99	-7.15
112.14	-7.15
112.28	-7.17
112.43	-7.19
112.57	-7.22
112.71	-7.23
112.86	-7.26
113.00	-7.29
113.15	-7.30
113.29	-7.32
113.43	-7.35
113.58	-7.37
113.72	-7.39
113.87	-7.41
114.01	-7.43
114.15	-7.44
114.30	-7.46
114.44	-7.47
114.58	-7.47
114.73	-7.47
114.87	-7.48
115.02	-7.46
115.16	-7.44
115.30	-7.40
115.45	-7.38
115.59	-7.35
115.74	-7.32
115.88	-7.30
116.02	-7.24
116.17	-7.22
116.31	-7.19
116.46	-7.16
116.60	-7.11
116.74	-7.08
116.89	-7.04
117.03	-6.99
117.18	-6.93
117.32	-6.87
117.46	-6.82
117.61	-6.76
117.75	-6.71
117.90	-6.64
118.04	-6.58
118.18	-6.51
118.33	-6.46
118.47	-6.39
118.62	-6.32
118.76	-6.25
118.90	-6.21
119.05	-6.16
119.19	-6.12
119.34	-6.07
119.48	-6.02
119.62	-5.99
119.77	-5.93
119.91	-5.90
120.06	-5.88
120.20	-5.84
120.34	-5.81
120.49	-5.77
120.63	-5.74
120.77	-5.72
120.92	-5.67
121.06	-5.65
121.21	-5.62
121.35	-5.59
121.49	-5.55
121.64	-5.52
121.78	-5.48
121.93	-5.45
122.07	-5.43
122.21	-5.38
122.36	-5.34
122.50	-5.32
122.65	-5.29
122.79	-5.28
122.93	-5.28
123.08	-5.25
123.22	-5.22
123.37	-5.23
123.51	-5.21
123.65	-5.18
123.80	-5.19
123.94	-5.16
124.09	-5.16
124.23	-5.14
124.37	-5.13
124.52	-5.12
124.66	-5.12
124.81	-5.11
124.95	-5.10
125.09	-5.11
125.24	-5.11
125.38	-5.12
125.53	-5.09
125.67	-5.09
125.81	-5.08
125.96	-5.04
126.10	-5.01
126.24	-4.98
126.39	-4.91
126.53	-4.83
126.68	-4.73
126.82	-4.62
126.96	-4.48
127.11	-4.29
127.25	-4.08
127.40	-3.85
127.54	-3.58
127.68	-3.24
