ml	 mAU
37.96	112.15
38.05	110.53
38.14	109.00
38.23	107.38
38.32	105.87
38.41	104.38
38.50	103.00
38.59	101.60
38.67	100.16
38.76	98.66
38.85	97.23
38.94	95.80
39.03	94.26
39.12	92.74
39.21	91.31
39.30	89.89
39.39	88.46
39.48	87.06
39.57	85.85
39.65	84.77
39.74	83.72
39.83	82.75
39.92	81.89
40.01	81.12
40.10	80.39
40.19	79.66
40.28	79.00
40.37	78.39
40.46	77.78
40.55	77.19
40.63	76.60
40.72	76.00
40.81	75.44
40.90	74.87
40.99	74.29
41.08	73.71
41.17	73.18
41.26	72.66
41.35	72.08
41.44	71.49
41.53	70.96
41.62	70.44
41.70	69.89
41.79	69.35
41.88	68.82
41.97	68.32
42.06	67.83
42.15	67.30
42.24	66.80
42.33	66.32
42.42	65.84
42.51	65.36
42.60	64.88
42.68	64.41
42.77	63.97
42.86	63.53
42.95	63.07
43.04	62.62
43.13	62.21
43.22	61.81
43.31	61.38
43.40	60.94
43.49	60.54
43.58	60.16
43.66	59.77
43.75	59.36
43.84	58.98
43.93	58.62
44.02	58.24
44.11	57.82
44.20	57.46
44.29	57.12
44.38	56.77
44.47	56.41
44.56	56.06
44.64	55.69
44.73	55.31
44.82	54.89
44.91	54.45
45.00	53.96
45.09	53.45
45.18	52.96
45.27	52.46
45.36	51.93
45.45	51.45
45.54	51.00
45.63	50.57
45.71	50.19
45.80	49.88
45.89	49.62
45.98	49.36
46.07	49.08
46.16	48.78
46.25	48.47
46.34	48.12
46.43	47.69
46.52	47.24
46.61	46.78
46.69	46.27
46.78	45.72
46.87	45.17
46.96	44.61
47.05	44.12
47.14	43.64
47.23	43.19
47.32	42.75
47.41	42.35
47.50	41.97
47.59	41.60
47.67	41.19
47.76	40.81
47.85	40.45
47.94	40.08
48.03	39.70
48.12	39.33
48.21	39.00
48.30	38.67
48.39	38.30
48.48	37.94
48.57	37.62
48.66	37.29
48.74	36.95
48.83	36.63
48.92	36.32
49.01	36.02
49.10	35.71
49.19	35.40
49.28	35.08
49.37	34.79
49.46	34.51
49.55	34.21
49.64	33.92
49.72	33.64
49.81	33.38
49.90	33.12
49.99	32.84
50.08	32.57
50.17	32.31
50.26	32.06
50.35	31.81
50.44	31.56
50.53	31.34
50.62	31.10
50.70	30.86
50.79	30.64
50.88	30.39
50.97	30.15
51.06	29.93
51.15	29.71
51.24	29.48
51.33	29.27
51.42	29.06
51.51	28.85
51.60	28.64
51.68	28.43
51.77	28.25
51.86	28.05
51.95	27.83
52.04	27.62
52.13	27.44
52.22	27.26
52.31	27.04
52.40	26.86
52.49	26.67
52.58	26.47
52.67	26.28
52.75	26.10
52.84	25.92
52.93	25.75
53.02	25.58
53.11	25.44
53.20	25.31
53.29	25.22
53.38	25.15
53.47	25.10
53.56	25.05
53.65	25.04
53.73	25.05
53.82	25.08
53.91	25.09
54.00	25.12
54.09	25.17
54.18	25.22
54.27	25.26
54.36	25.29
54.45	25.33
54.54	25.39
54.63	25.43
54.71	25.47
54.80	25.53
54.89	25.60
54.98	25.63
55.07	25.68
55.16	25.72
55.25	25.74
55.34	25.74
55.43	25.77
55.52	25.77
55.61	25.77
55.69	25.78
55.78	25.79
55.87	25.78
55.96	25.75
56.05	25.75
56.14	25.75
56.23	25.71
56.32	25.69
56.41	25.68
56.50	25.67
56.59	25.64
56.68	25.62
56.76	25.62
56.85	25.58
56.94	25.54
57.03	25.51
57.12	25.49
57.21	25.46
57.30	25.43
57.39	25.39
57.48	25.34
57.57	25.31
57.66	25.29
57.74	25.27
57.83	25.23
57.92	25.17
58.01	25.14
58.10	25.12
58.19	25.08
58.28	25.02
58.37	24.99
58.46	24.95
58.55	24.91
58.64	24.85
58.72	24.80
58.81	24.77
58.90	24.73
58.99	24.69
59.08	24.62
59.17	24.54
59.26	24.47
59.35	24.37
59.44	24.22
59.53	24.07
59.62	23.95
59.70	23.77
59.79	23.59
59.88	23.42
59.97	23.26
60.06	23.14
60.15	23.04
60.24	22.97
60.33	22.92
60.42	22.89
60.51	22.86
60.60	22.85
60.69	22.84
60.77	22.84
60.86	22.85
60.95	22.85
61.04	22.85
61.13	22.83
61.22	22.82
61.31	22.83
61.40	22.81
61.49	22.79
61.58	22.78
61.67	22.76
61.75	22.75
61.84	22.72
61.93	22.69
62.02	22.66
62.11	22.61
62.20	22.55
62.29	22.53
62.38	22.52
62.47	22.49
62.56	22.45
62.65	22.44
62.73	22.39
62.82	22.35
62.91	22.32
63.00	22.28
63.09	22.28
63.18	22.26
63.27	22.24
63.36	22.24
63.45	22.21
63.54	22.17
63.63	22.11
63.71	22.08
63.80	22.09
63.89	22.21
63.98	22.45
64.07	22.88
64.16	23.47
64.25	24.28
64.34	25.57
64.43	27.64
64.52	30.58
64.61	34.26
64.70	39.29
64.78	46.10
64.87	55.04
64.96	65.91
65.05	78.41
65.14	93.53
65.23	111.93
65.32	132.80
65.41	155.69
65.50	179.60
65.59	208.12
65.68	239.68
65.76	273.90
65.85	309.65
65.94	349.93
66.03	394.45
66.12	442.42
66.21	490.92
66.30	541.49
66.39	599.13
66.48	658.77
66.57	715.60
66.66	772.37
66.74	828.88
66.83	884.26
66.92	935.60
67.01	982.81
67.10	1028.52
67.19	1075.54
67.28	1120.68
67.37	1164.16
67.46	1206.91
67.55	1248.77
67.64	1291.69
67.72	1331.98
67.81	1368.80
67.90	1405.73
67.99	1443.64
68.08	1478.95
68.17	1510.54
68.26	1539.83
68.35	1569.55
68.44	1597.54
68.53	1623.34
68.62	1647.00
68.71	1669.48
68.79	1691.22
68.88	1711.13
68.97	1729.11
69.06	1746.88
69.15	1764.28
69.24	1780.58
69.33	1794.13
69.42	1807.09
69.51	1820.18
69.60	1833.37
69.69	1844.17
69.77	1853.65
69.86	1864.03
69.95	1872.82
70.04	1881.79
70.13	1890.10
70.22	1897.78
70.31	1903.58
70.40	1909.72
70.49	1915.78
70.58	1920.21
70.67	1925.54
70.75	1929.32
70.84	1933.86
70.93	1937.26
71.02	1938.90
71.11	1940.67
71.20	1944.01
71.29	1945.40
71.38	1946.10
71.47	1947.84
71.56	1946.56
71.65	1945.80
71.73	1944.61
71.82	1942.87
71.91	1941.81
72.00	1938.30
72.09	1935.26
72.18	1931.35
72.27	1926.09
72.36	1921.17
72.45	1914.70
72.54	1908.84
72.63	1900.86
72.72	1892.24
72.80	1882.59
72.89	1872.15
72.98	1860.73
73.07	1848.03
73.16	1833.58
73.25	1817.40
73.34	1800.30
73.43	1781.22
73.52	1758.54
73.61	1735.41
73.70	1708.96
73.78	1680.30
73.87	1647.82
73.96	1614.04
74.05	1580.87
74.14	1546.03
74.23	1506.69
74.32	1465.78
74.41	1428.75
74.50	1390.04
74.59	1349.93
74.68	1309.16
74.76	1270.39
74.85	1233.23
74.94	1195.74
75.03	1158.60
75.12	1122.51
75.21	1088.29
75.30	1056.16
75.39	1022.58
75.48	989.71
75.57	959.88
75.66	931.22
75.74	903.27
75.83	874.39
75.92	847.33
76.01	823.21
76.10	799.75
76.19	774.98
76.28	751.54
76.37	730.54
76.46	710.31
76.55	689.81
76.64	669.66
76.73	651.58
76.81	634.34
76.90	616.95
76.99	600.18
77.08	584.40
77.17	569.64
77.26	555.69
77.35	541.29
77.44	527.43
77.53	514.99
77.62	503.02
77.71	491.43
77.79	479.80
77.88	468.59
77.97	458.67
78.06	449.09
78.15	439.07
78.24	429.53
78.33	421.16
78.42	412.90
78.51	403.82
78.60	397.18
78.69	390.00
78.77	382.16
78.86	374.98
78.95	369.56
79.04	363.95
79.13	356.83
79.22	349.75
79.31	343.35
79.40	337.55
79.49	331.69
79.58	326.06
79.67	321.05
79.76	316.22
79.84	310.99
79.93	305.06
80.02	297.98
80.11	289.81
80.20	279.39
80.29	264.87
80.38	246.96
80.47	227.23
80.56	205.18
80.65	182.31
80.74	159.56
80.82	139.08
80.91	121.24
81.00	104.59
81.09	89.68
81.18	76.93
81.27	66.58
81.36	57.86
81.45	49.98
81.54	43.21
81.63	37.77
81.72	33.26
81.80	29.30
81.89	25.84
81.98	22.93
82.07	20.57
82.16	18.52
82.25	16.66
82.34	15.10
82.43	13.82
82.52	12.73
82.61	11.75
82.70	10.89
82.78	10.19
82.87	9.61
82.96	9.09
83.05	8.64
83.14	8.26
83.23	7.94
